fid,objectid,area,perimeter,air_020107,air_20108,r_code,ind_name,aiana,aiana_desc,ind_source,ind_scale,entity,org_code,fed_regist,region_cod,region_nam,agency_nam,self_gover,osgt_code,osgt_assoc,native_cor,mail_name,state,cnty_st,tot_area,tribe_area,allot_area,fed_area,labor_tot,hsgrad_pct,colgrad_pc,unemploy_p,inc_percap,pop_tot,tribal_num,treaty,tribal_est,gov_type,econ_sourc,gaming,med_fac,sq_miles,acres,agency_cod,poi_on_ima,field_veri,shape_leng,shape_le_1,shape_le_2,irmp_plan,short_name,shape_le_3,shape_area
239,0,1532595.5237,4427.808383,149,11054,Z214,Igiugig,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Igiugig Village,E01214,true,ALA,Alaska,Anchorage Field Office,true,OSGT809,Bristol Bay Native Assn.,Bristol Bay Native Corporation,Igiugig Native Corporation,AK,Lake and Peninsula Borough AK,69623,0,0,0,8,42.9,0,0,7024,33,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional council,Fishing; subsistence; government; retail; tourism,false,clinic,21.106227,378.704232,E01,,,4427.808363,0,0,,,4427.808363,1532595.5155
240,0,1535348.97317,4433.967506,151,11052,Z216,Iliamna,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Village of Iliamna,E01216,true,ALA,Alaska,Anchorage Field Office,false,,,Bristol Bay Native Corporation,"Iliamna Natives, Ltd.",AK,Lake and Peninsula Borough AK,69120,0,0,0,22,68.2,0,0,8596,94,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional village council,Fishing; tourism; subsistence; construction; forestry; government; retail,false,clinic,36.516294,379.384614,E01,,,4433.967501,0,0,,,4433.967501,1535348.97567
241,0,2668918.62034,7361.52563,11046,8,TV21,Immokalee Reservation,AIR,American Indian Reservation,CENSUS2000,"1:500,000",Seminole Tribe of Florida,S53021,true,EAS,Eastern,Seminole Agency,false,,,,Seminole Tribe of Florida,FL,"Glades, FL",35805,35805,0,35805,159,51,0,0,5304,528,0,Lands purchased in 1930s by Bureau of Indian Affairs,"Organized under IRA of 1934, federally recognized in 1957, ratified constitution in 1957",Tribal Council of the Seminole Tribe of Florida,"Agriculture, cattle, citrus crops, small businesses, tourism, industrial park",false,Health care available on the reservation,1.03047,659.488786,S53,,,7361.525513,0,0,,,7361.525513,2668918.64817
242,0,3473042.01442,10315.897848,10572,560,R574,Inaja and Cosmit Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000","Inaja Band of Diegueno Mission Indians of the Inaja and Cosmit Reservation, California",J54574,true,PAC,Pacific,Southern California Agency,false,,,,Inaja Band of Diegueno Mission Indians,CA,San Diego CA,0,0,0,0,0,0,0,0,0,0,0,,,,,false,,1.340945,858.189316,J54,,,10315.897845,0,0,,,10315.897845,3473042.01557
243,0,260964.430751,2208.766362,7273,3925,RB92,Indian Peaks Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000",Paiute Indian Tribe of Utah (Cedar City ; Kanosh ; Koosharem ; Indian Peaks ; Shivwits Bands of Paiutes),H69692,true,WES,Western,Southern Paiute Field Office,false,,,,Paiute Indian Tribe of Utah,UT,Millard UT,32036,0,0,0,166,0,0,45,7042,0,30,1915,"Constitution adopted on June 11, 1991 & approved on July 15, 1991",6 member Tribal Council,"Sewing plant, sand & gravel mining",false,Health services provided through contract care,0.100758,64.484133,H69,,,2208.766356,0,0,,,2208.766356,260964.424595
244,0,1535327.92014,4456.072995,80,11123,Z418,Inqurmuit,ANV,Alaska Native Village,TIGER95,"1:100,000",Inqurmuit Traditional Council (formerly Native Village of Russian Mission),E02418,true,ALA,Alaska,Bethel Field Office,false,,,Calista Corporation,Russian Mission Native Corporation,AK,unorganized borough AK,92160,0,0,0,62,44,2.4,21,4154,246,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1970),Traditional village council,Public service; fishing; subsistence; government; mining; retail; tourism; transportation,false,clinic,5.578662,379.379491,E02,,,4456.072981,0,0,,,4456.072981,1535327.90661
245,0,1531061.28015,4756.678295,10,11193,Z899,Inupiat,ANV,Alaska Native Village,TIGER95,"1:100,000",Inupiat Community of the Arctic Slope,E03899,true,ALA,Alaska,Fairbanks Field Office,false,,,,Inupiat Community of the Arctic Slope,AK,AK,0,0,0,0,0,0,0,0,0,0,0,Alaska Native Claims Settlement Act (1971),,,,false,,20.239857,378.325128,E03,,,4756.678297,0,0,,,4756.678297,1531061.28176
246,0,9797.56926,395.939726,7142,4056,R529,Ione Band of Miwok Indians of California,FRTE,Federally Recognized Tribal Entity,GDSC,"1:24,000",Ione Band of Miwok Indians of California,J51529,true,PAC,Pacific,Central California Agency,false,,,,Ione Band of Miwok Indians,CA,Amador CA,0,0,0,0,0,0,0,0,0,0,0,,,,,false,,0.853629,2.420927,J51,,,395.9398,0,0,,,395.9398,9797.572966
247,0,48718516.0825,58243.171092,7175,4023,R860,Iowa Reservation,AIR,American Indian Reservation,LTM,"1:24,000",Iowa Tribe of Kansas and Nebraska,B04860,true,SPL,Southern Plains,Horton Field Office,false,,,,Iowa Tribe of Kansas and Nebraska,KS,"Richardson, NE/Brown, KS",1619,0,0,0,147,81.4,0,22,6336,327,2147,Treaty of 1836,"IRA of 1934, constitution & bylaws adopted November 6, 1978",Executive Committee,"Agriculture, retail/service businesses, tourism",true,,18.810252,12038.347632,B04,,,58243.171656,0,0,,,42153.472348,48718516.1379
248,0,9797.56926,395.939726,8770,2369,T822,Iowa Tribe of Oklahoma,FRTE,Federally Recognized Tribal Entity,GDSC,"1:24,000",Iowa Tribe of Oklahoma,B08822,true,SPL,Southern Plains,,false,,,,Iowa Tribe of Oklahoma,OK,"Payne, Lincoln, Oklahoma, Logan, OK",0,0,0,0,0,0,0,0,0,0,0,,,,,false,,310.103364,2.420927,B08,,,395.9398,0,0,,,395.9398,9797.572967
249,0,4923704.83782,40569.748559,8791,2348,R822,Iowa Tribe Trust Land,TRUST,Trust land for which no reservation exists,LTM,"1:24,000",Iowa Tribe of Oklahoma,B08822,true,SPL,Southern Plains,Shawnee Field Office,false,,,,Iowa Tribe of Oklahoma,OK,"Payne, Lincoln, Oklahoma, Logan, OK",1541,208,1334,208,266,60,15,60,6112,0,461,Treaty in 1882,Oklahoma Indian Welfare Act of 1936,"Iowa Council, Business Committee","Agriculture, government as employer, retail/service businesses, tourism",true,"IHS provides two community health representatives & one registered nurse, hospitals in Stillwater",1.901044,1216.646426,B08,,,40569.748744,0,0,,,40569.748743,4923704.80752
250,0,640488.912554,3201.846945,7187,4011,R860,Iowa Trust Land,ORTL,Trust Land related to a Federally Recognized Reservation,LTM,"1:24,000",Iowa Tribe of Kansas and Nebraska,B04860,true,SPL,Southern Plains,Horton Field Office,false,,,,Iowa Tribe of Kansas and Nebraska,KS,"Richardson, NE/Brown, KS",1619,0,0,0,147,81.4,0,22,6336,327,2147,Treaty of 1836,"IRA of 1934, constitution & bylaws adopted November 6, 1978",Executive Committee,"Agriculture, retail/service businesses, tourism",true,,0.247293,158.264825,B04,,,3201.846886,0,0,,,3201.846886,640488.890723
251,0,564510331.209,126351.121368,2001,9202,R472,Isabella Reservation,AIR,American Indian Reservation,LTM,"1:24,000",Saginaw Chippewa Indian Tribe of Michigan,F60472,true,MID,Midwest,Michigan Agency,false,,,,Saginaw Chippewa Tribe,MI,Isabella  MI,138240,744,723,644,328,50,25,4,5454,22931,2571,Treaty of 1864,5/6/37 under 1934 IRA; Constitution-Bylaws approved 11/4/86,12 Member Tribal Council,"Farming, construction, forestry, government employer, mining (oil & gas)",true,IHS clinic,217.957776,139490.501517,F60,,,126351.121436,0,0,,,126351.121436,564510331.23
252,0,857386843.903,181465.214969,9539,1599,R705,Isleta Pueblo,AIR,American Indian Reservation,TIGER95,"1:100,000","Pueblo of Isleta, New Mexico",M20705,true,SWT,Southwest,Southern Pueblos Agency,false,,,,Pueblo of Isleta,NM,"Bernalillo, Torrence & Valencia, NM",211045,0,0,0,1209,67.4,4.3,11.7,7107,2979,4538,Spanish land grant in 1855 was confirmed & patented in 1864,Constitution adopted in 1947 and replaced in 1970,,"Farming, ranching, forestry, government as employer, businesses, tourism",true,"Clinic for basic & emergency care, ambulance service, rehabilitation center",331.037576,211860.290128,M20,,,181465.215576,0,0,,,181465.215576,857386843.471
253,0,1532558.04731,4406.820792,187,11016,Z222,Ivanof Bay,ANV,Alaska Native Village,TIGER95,"1:100,000",Ivanoff Bay Village,E01222,true,ALA,Alaska,Anchorage Field Office,true,OSGT809,Bristol Bay Native Assn.,Bristol Bay Native Corporation,"Bay View, Incorporated",AK,Lake and Peninsula Borough AK,81502,0,0,0,13,100,44.4,0,3468,35,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional village council,Fishing; subsistence; government,false,clinic,11.137371,378.695158,E01,,,4406.820808,0,0,,,4406.820808,1532558.04566
254,0,1251990.81724,6911.787712,7134,4064,R522,Jackson Rancheria,AIR,American Indian Reservation,TIGER95,"1:100,000",Jackson Rancheria of Me-Wuk Indians of California,J51522,true,PAC,Pacific,Central California Agency,false,,,,Jackson Band of Mewuk Indians,CA,Amador CA,331,0,0,0,8,50,0,75,6425,27,0,Act of 1893 Lands for the Digger Indians of Central Cal.,Draft IRA constitution,Interim council headed by a chairperson,Forestry; government; tourism,true,clinic,0.483396,309.367694,J51,,,6911.787809,0,0,,,6911.787809,1251990.77541
255,0,123071.66208,2986.263472,301,10902,R129,Jamestown Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000",Jamestown S'Klallam Tribe of Washington,P06129,true,NWT,Northwest,Olympic Peninsula Agency,true,OSGT129,,,Jamestown S'Klallam Tribe,WA,Clallam WA,12,12,0,2,0,0,0,0,0,34,0,Tribe purchased land 1874,Constitution adopted 1975,Tribal council & Point No Point Treaty Council,Fishing; retail; tourism,true,,0.047518,30.411236,P06,,,2986.263578,0,0,,,2816.808915,123071.65354
256,0,47014.725317,1361.838002,10727,387,R575,Jamul Indian Village,AIR,American Indian Reservation,TIGER95,"1:100,000",Jamul Indian Village of California,J54575,true,PAC,Pacific,Southern California Agency,false,,,,Jamul Indian Village,CA,San Diego CA,6,0,0,0,0,0,0,0,0,0,60,Land deeded 1912,Articles of Association & bylaws,Tribal council; General Tribal Council,Agriculture,true,hospital in El Cajon 10 miles northwest,0.018153,11.617459,J54,,,1361.837964,0,0,,,1361.837964,47014.72495
257,0,360103938.08,153717.22145,8312,2855,R706,Jemez Pueblo,AIR,American Indian Reservation,GDSC,"1:24,000","Pueblo of Jemez, New Mexico",M20706,true,SWT,Southwest,Southern Pueblos Agency,false,,,,Office of the Governor - Jemez Pueblo,NM,"Sandoval, NM",89619,89618,0,1,560,68.4,3.8,21.1,4775,1734,2588,"December 22, 1858",Sovereign nation with independent government & tribal court system,"14 member Tribal Council, Governor","Farming, timber, arts & crafts, government as employer, mining (oil, gas, sand, gravel, tourism",false,"Clinic, hospitals in Albuquerque",139.036356,88981.689413,M20,,,153717.221959,0,0,,,153717.221959,360103938.057
258,0,9797.56926,395.939726,11020,34,T034,Jena Band of Choctaw,FRTE,Federally Recognized Tribal Entity,GDSC,"1:24,000","Jena Band of Choctaw Indians, Louisiana",S00034,true,EAS,Eastern,,false,,,,Jena Band of Indians,LA,LaSalle LA,0,0,0,0,0,0,0,0,1700,0,188,,,,,false,,713.524994,2.420927,S00,,,395.9398,0,0,,,395.9398,9797.572966
259,0,3393835103.62,432219.081553,7319,3871,R701,Jicarilla Apache Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Jicarilla Apache Nation, New Mexico",M50701,true,SWT,Southwest,Jicarilla Agency,false,,,,Jicarilla Apache Nation,NM,"Rio Arriba & Sanddoval, NM",870580,823580,0,0,1104,70,5.5,17.2,5719,2636,3136,"Executive Order on February 11, 1887","IRA in 1937, holds a corporate charter","Elected President, Vice President & 8-member Tribal Council","Ranching, farming, forestry, government as employer, mineral reserves, service industry, tourism",true,,1310.361779,838616.660048,M50,,,432219.081656,0,0,,,432219.081656,3393835103.9
260,0,125393805.549,51684.34861,7328,3862,R701,Jicarilla Apache Trust Land,ORTL,Trust Land related to a Federally Recognized Reservation,CENSUS2000,"1:500,000","Jicarilla Apache Nation, New Mexico",M50701,true,SWT,Southwest,Jicarilla Agency,false,,,,Jicarilla Apache Nation,NM,"Rio Arriba & Sanddoval, NM",870580,823580,0,0,1104,70,5.5,17.2,5719,2636,3136,"Executive Order on February 11, 1887","IRA in 1937, holds a corporate charter","Elected President, Vice President & 8-member Tribal Council","Ranching, farming, forestry, government as employer, mineral reserves, service industry, tourism",true,,48.414623,30984.808761,M50,,,51684.348437,0,0,,,51684.348437,125393805.543
261,0,1532536.88192,4411.150873,209,10994,Z586,Kaguyak,ANV,Alaska Native Village,TIGER95,"1:100,000",Kaguyak Village,E01586,true,ALA,Alaska,Anchorage Field Office,false,,,,Kaguyak Village,AK,AK,0,0,0,0,0,0,0,0,0,0,0,Alaska Native Claims Settlement Act (1971),,,,false,,6.733454,378.689742,E01,,,4411.150841,0,0,,,4411.150841,1532536.861
262,0,490369046.713,98362.844234,7299,3898,R617,Kaibab Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Kaibab Band of Paiute Indians of the Kaibab Indian Reservation, Arizona",H69617,true,WES,Western,Southern Paiute Field Office,false,,,,Kaibab-Paiute Tribe,AZ,"Coconino & Mohave, AZ",120840,120840,0,0,44,56.3,0,30.8,5245,120,212,"Executive Orders of June 11, 1913 and July 17, 1917","Constitution adopted  on June 7, 1987, approved on July 14, 1987",3 member Tribal Government,"Farming, ranching, government as employer, small businesses, tourism, recreation",false,"IHS clinics in Kanab, Utah, hospitals at Keams Canyon and Phoenix",189.331785,121170.192811,H69,,,98362.843891,0,0,,,98362.843891,490369046.546
263,0,1525993.04983,4407.333686,219,10984,Z229,Kake,ANV,Alaska Native Village,TIGER95,"1:100,000",Organized Village of Kake,E09229,true,ALA,Alaska,Southeast Agency,true,OSGT229,,Sealaska Corporation,Kake Tribal Corporation,AK,unorganized borough AK,23040,0,0,0,284,71.8,5.5,10.9,11612,700,0,Alaska Native Claims Settlement Act (1971),Incorporated as a first-class city (1952),Traditional village council,Government; fishing; construction; forestry; manufacturing; retail; tourism; transportation,false,health center,7.459141,377.073003,E09,,,4407.33368,0,0,,,4407.33368,1525993.04047
264,0,1531042.17694,4693.355777,63,11140,Z230,Kaktovik,ANV,Alaska Native Village,TIGER95,"1:100,000",Kaktovik Village  (aka Barter Island),E03230,true,ALA,Alaska,Fairbanks Field Office,false,,,Arctic Slope Regional Corporation,Kaktovik Inupiat Corporation,AK,North Slope Borough AK,92160,0,0,0,114,54.4,1.9,30.7,10078,224,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1971),Traditional village council,Government; retail; construction,false,clinic,1.037753,378.320479,E03,,,4693.355813,0,0,,,4693.355813,1531042.18477
265,0,18688309.7654,39129.324743,334,10869,R103,Kalispel Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Kalispel Indian Community of the Kalispel Reservation, Washington",P12103,true,NWT,Northwest,Spokane Agency,false,,,,Kalispel Business Council,WA,Pend Oreille; Spokane WA,4629,0,2460,0,29,42.6,3.7,20.7,6188,90,246,Executive Order 1914,Constitution adopted 1938 IRA,Business Council,Agriculture; forestry; mining,true,none; nearest clinic in Wellpinit 75 miles away,7.215567,4617.881095,P12,,,39129.324935,0,0,,,39129.324935,18688309.8249
266,0,1533969.17803,4451.274033,90,11113,Z232,Kalskag,ANV,Alaska Native Village,TIGER95,"1:100,000",Village of Kalskag,E02232,true,ALA,Alaska,Bethel Field Office,true,OSGT812,Assoc. Village Council Presidents,Calista Corporation,Kuskokwim Corporation,AK,unorganized borough AK,92160,0,0,0,47,45.6,2.9,25.5,4815,172,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1975),Traditional village council,Subsistence; government; fishing; public service; transportation,false,clinic,4.131899,379.043853,E02,,,4451.274,0,0,,,4451.274,1533969.16473
267,0,1535426.24801,4497.626783,57,11146,Z999,Kaltag,ANV,Alaska Native Village,TIGER95,"1:100,000",Village of Kaltag,E03999,true,ALA,Alaska,Fairbanks Field Office,true,OSGT817,Tanana Chiefs Conference,"Doyon, Ltd.","Gana-a`Yoo, Ltd.",AK,unorganized borough AK,115200,0,0,0,85,62,0,24.1,5219,240,1500,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1969),Traditional village council headed by a chief,Subsistence; government; public service; fishing; retail; transportation,false,clinic,26.842264,379.404241,E03,,,4497.626709,0,0,,,4497.626709,1535426.206
268,0,1516921.07297,4403.088725,185,11018,Z623,Kanatak,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Native Village of Kanatak,E01623,true,ALA,Alaska,Anchorage Field Office,true,OSGT809,Bristol Bay Native Assn.,,Village of Kanatak,AK,AK,0,0,0,0,0,0,0,0,0,0,0,Alaska Native Claims Settlement Act (1971),,,,false,,34.702268,374.830979,E01,,,4403.088715,0,0,,,4403.088715,1516921.06089
269,0,8029523.65651,29336.037367,7191,4007,RC92,Kanosh Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000",Paiute Indian Tribe of Utah (Cedar City ; Kanosh ; Koosharem ; Indian Peaks ; Shivwits Bands of Paiutes),H69692,true,WES,Western,Southern Paiute Field Office,false,,,,Paiute Indian Tribe of Utah,UT,Millard UT,32036,0,0,0,166,0,0,45,7042,0,100,1929,"Constitution adopted on June 11, 1991 & approved on July 15, 1991",6 member Tribal Council,"Sewing plant, sand & gravel mining",false,Health services provided through contract care,3.100205,1984.096014,H69,,,29336.037111,0,0,,,29336.037111,8029523.6522
270,0,1533614.53526,4416.548433,198,11005,Z237,Karluk,ANV,Alaska Native Village,TIGER95,"1:100,000",Native Village of Karluk,E01237,true,ALA,Alaska,Anchorage Field Office,false,,,"Koniag, Inc.","Koniag, Inc.",AK,Kodiak Island Borough AK,92160,0,0,0,33,38.5,0,9.1,7089,71,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Indian Reorganization Act tribal council,Fishing; subsistence; government; transportation; tourism,false,clinic,29.604763,378.956151,E01,,,4416.548433,0,0,,,4416.548433,1533614.53306
271,0,1876454.58256,13711.173193,1953,9250,R555,Karuk Tribe,AIR,American Indian Reservation,CENSUS2000,"1:500,000",Karuk Tribe of California,J52555,true,PAC,Pacific,No. California Field Office,true,OSGT555,,,Karuk Tribe of California,CA,Humboldt; Siskiyou CA,243,0,0,0,0,100,100,0,5000,400,0,Land purchased 1979,IRA constitution adopted 1985,Tribal council headed by a chairperson,Construction; fishing; forestry; government; retail; tourism,false,eight clinics in Karuk territory,0.724501,463.672315,J52,,,13711.173395,0,0,,,13711.173395,1876454.6029
